,Unnamed: 0,Source 1,Source 1.1,Therapeutic Area in CTMS,TA Code in Directory,Compound,Study,DPN(Compound-Study),Exist in File Size Extract,new studies,Study Status,DM CRO for AWS SAS,Snapshot Flag,Other Flag,Status,Phase,Protocol Approval,FPFV,LPLV Final,Last DBL,Final CSR,Data Scenario
400,740,A,A,Immunoscience,jN,255,827,jN255-827,Yes,,Not Applicable,Not Available,*Closed,Not Available,Clinically Complete,Phase I,20/08/2019,12/09/2019,29/10/2019,18/12/2019,18/11/2020,7
401,741,A,A,Oncology,DN,753,775,DN753-775,Yes,,Not Applicable,Not Available,Active,eMOM,Active,Phase IIB,09/06/2011,13/04/2012,28/05/2021,12/07/2021,14/01/2022,"1a,1c"
402,742,A,A,Virology,lo,672,528,lo672-528,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,30/09/2008,10/11/2008,20/12/2008,27/04/2009,10/12/2009,1d
403,743,A,A,Cardiovascular,gt,279,661,gt279-661,Yes,,Not Applicable,Not Available,*Closed,Not Available,Clinically Complete,Phase I,19/10/2015,25/11/2015,23/07/2017,25/10/2017,12/03/2018,1d
404,744,A,A,Oncology,DN,53,66,DN053-066,Yes,,Not Applicable,Not Available,Active,EMBARC,Active,Phase IIB,14/05/2015,13/10/2015,04/08/2022,16/09/2022,03/01/2023,1c
405,745,A,A,Oncology,DN,277,661,DN277-661,Yes,,Not Applicable,Not Available,*Closed,Not Available,Active,Phase I,02/06/2015,23/08/2015,29/11/2016,08/08/2017,30/11/2017,1d
406,746,A,A,Cardiovascular,gt,62,937,gt062-937,Yes,,Not Applicable,Not Available,*Closed,Not Available,Clinically Complete,Phase IV,15/11/2012,14/04/2015,06/06/2018,20/09/2018,25/01/2019,1d
407,747,A,A,Oncology,DN,53,621,DN053-621,Yes,,Not Applicable,Not Available,*Closed,Not Available,Active,Phase II,21/08/2017,19/12/2017,18/11/2021,05/01/2022,15/04/2022,6
408,748,A,A,Cardiovascular,gt,62,253,gt062-253,Yes,,Not Applicable,Not Available,Active,EMBARC,Active,Phase III,12/12/2014,22/10/2015,15/11/2021,15/12/2021,24/03/2022,1c
409,749,A,A,Cardiovascular,gt,62,915,gt062-915,Yes,,Not Applicable,Not Available,Active,Not Available,Active,Phase IV,14/11/2019,17/12/2019,16/09/2021,31/03/2022,29/12/2023,6
410,750,A,A,Oncology,DN,296,301,DN296-301,No,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,14/02/2011,05/04/2011,14/05/2011,03/06/2011,14/12/2011,7
411,751,A,A,Oncology,DN,760,166,DN760-166,Yes,,Not Applicable,Not Available,*Closed,Not Available,Active,Phase I,27/02/2017,14/07/2017,06/08/2020,23/11/2020,04/03/2021,6
412,752,A,A,Oncology,DN,53,450,DN053-450,Yes,,Not Applicable,Not Available,*Closed,EMBARC,Active,Phase I/II,22/08/2011,16/12/2011,18/03/2021,29/04/2021,28/09/2021,1c
413,753,A,A,Immunoscience,jN,255,854,jN255-854,No,,Not Applicable,Not Available,Active,Not Available,Active,Phase IIB,24/12/2018,25/11/2019,25/01/2022,25/02/2022,24/02/2022,7
414,754,A,A,Oncology,DN,400,953,DN400-953,Yes,,Not Applicable,Yes,*Closed,Not Available,Planned,Phase I,22/04/2013,15/07/2013,21/08/2013,29/04/2014,18/06/2014,2a
415,755,A,A,Oncology,DN,299,661,DN299-661,Yes,,Not Applicable,Not Available,Active,Not Available,Active,Phase I,24/07/2014,02/12/2014,08/06/2017,12/12/2017,26/03/2018,1d
416,756,A,A,Oncology,DN,425,179,DN425-179,Yes,,Not Applicable,Not Available,Active,Not Available,Active,Phase I,04/12/2018,26/03/2019,26/02/2023,10/04/2023,15/10/2025,6
417,757,A,A,Virology,lo,672,61,lo672-061,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,17/01/2008,15/02/2008,07/07/2008,17/06/2009,05/01/2010,1d
418,758,A,A,Cardiovascular,gt,279,839,gt279-839,Yes,,Not Applicable,Not Available,*Closed,Not Available,Clinically Complete,Phase I,20/05/2016,20/07/2016,29/08/2016,03/11/2016,10/04/2017,1d
419,759,A,A,Oncology,DN,53,953,DN053-953,Yes,,Not Applicable,Not Available,*Closed,EMBARC,Active,Phase III,12/06/2012,16/10/2012,09/07/2014,23/02/2021,14/10/2022,1c
420,760,A,A,Oncology,DN,53,750,DN053-750,Yes,,Not Applicable,Not Available,*Closed,EMBARC,Active,Phase II,12/12/2016,12/06/2017,15/02/2021,29/03/2021,12/04/2022,1c
421,761,A,A,Oncology,DN,53,461,DN053-461,Yes,,Not Applicable,Not Available,*Closed,EMBARC,Active,Phase III,01/10/2012,21/12/2012,01/01/2021,02/02/2021,17/05/2021,1c
422,762,A,A,Oncology,DN,753,666,DN753-666,Yes,,Not Applicable,Yes,*Closed,Not Available,Operationally Closed,Phase I,23/06/2011,25/07/2011,04/09/2011,26/10/2011,05/07/2012,2c
423,763,A,A,Virology,lo,846,479,lo846-479,No,,Not Applicable,Not Available,Active,Not Available,Operationally Closed,Phase I,03/08/2006,04/09/2006,18/11/2006,11/04/2007,30/08/2007,1d
424,764,A,A,Virology,lo,672,661,lo672-661,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,08/10/2007,05/11/2007,14/05/2008,04/11/2008,20/04/2009,1d
425,765,A,A,Virology,lo,672,841,lo672-841,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,09/10/2007,29/11/2007,12/05/2008,06/10/2008,25/06/2009,1d
426,766,A,A,Oncology,DN,53,536,DN053-536,Yes,,Not Applicable,Not Available,Active,Not Available,Active,Phase I/II,10/07/2018,31/10/2018,20/04/2025,15/05/2025,15/09/2025,6
427,767,A,A,Oncology,DN,296,992,DN296-992,Yes,,Not Applicable,Not Available,*Closed,Not Available,Clinically Complete,Phase III,18/11/2009,19/05/2010,08/09/2014,23/12/2013,09/09/2014,1d
428,768,A,A,Immunoscience,jN,321,479,jN321-479,Yes,,Not Applicable,Not Available,*Closed,Not Available,Active,Phase I,15/10/2013,15/01/2014,14/01/2015,10/04/2015,10/11/2015,1d
429,769,A,A,Immunoscience,jN,321,61,jN321-061,Yes,,Not Applicable,Not Available,*Closed,Not Available,Active,Phase IIA,05/06/2012,20/03/2013,15/01/2016,14/03/2016,19/07/2016,1d
430,770,A,A,Immunoscience,jN,321,950,jN321-950,Yes,,Not Applicable,Yes,*Closed,Not Available,Clinically Complete,Phase I,12/08/2014,05/09/2014,06/11/2014,29/12/2014,23/06/2015,2a
431,771,A,A,Immunoscience,jN,342,128,jN342-128,Yes,,Not Applicable,Not Available,Active,Not Available,Active,Phase II,18/05/2020,14/10/2020,07/04/2021,19/04/2021,03/06/2022,6
432,772,A,A,Virology,lo,672,260,lo672-260,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,19/04/2010,24/05/2010,14/07/2010,01/10/2010,11/07/2011,1d
433,773,A,A,Oncology,DN,813,951,DN813-951,No,,Not Applicable,Not Available,Active,Not Available,Active,Pre-clinical,,,,,05/10/2021,7
434,774,A,A,Immunoscience,jN,255,366,jN255-366,No,,Not Applicable,Not Available,Active,Not Available,Active,Phase III,29/06/2018,10/04/2019,22/03/2021,23/04/2021,12/08/2021,7
435,775,A,A,Oncology,DN,163,862,DN163-862,Yes,,Not Applicable,Not Available,*Closed,Not Available,Clinically Complete,Phase III,22/02/2008,24/06/2008,26/11/2018,25/01/2019,06/05/2019,1d
436,776,A,A,Immunoscience,jN,255,33,jN255-033,Yes,,Not Applicable,Yes,*Closed,Not Available,Active,Phase I,17/01/2017,02/02/2017,27/03/2017,25/05/2017,30/10/2017,2a
437,777,A,A,Metabolics,Tb,995,661,Tb995-661,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,13/03/2009,07/05/2009,10/09/2009,22/10/2009,09/09/2010,1d
438,778,A,A,Cardiovascular,gt,62,166,gt062-166,Yes,,Not Applicable,Not Available,*Closed,Not Available,Clinically Complete,Phase III,08/11/2006,19/12/2006,25/05/2011,10/06/2011,01/09/2011,1d
439,779,A,A,Oncology,DN,171,335,DN171-335,Yes,,Not Applicable,Not Available,Active,Not Available,Active,Phase I/II,30/05/2019,07/10/2019,03/06/2024,31/07/2024,29/01/2025,6
440,780,A,A,Oncology,DN,163,23,DN163-023,No,,Not Applicable,Not Available,Active,Not Available,Clinically Complete,Phase IIB,13/08/2007,12/02/2008,09/07/2013,12/08/2013,24/11/2014,1d
441,781,A,A,Metabolics,Tb,397,854,Tb397-854,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,12/10/2009,16/11/2009,25/01/2010,24/02/2010,09/11/2010,1d
442,782,A,A,Cardiovascular,gt,62,718,gt062-718,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase IIB,15/01/2009,08/04/2009,22/12/2010,31/01/2011,30/06/2011,7
443,783,A,A,Oncology,DN,53,981,DN053-981,Yes,,Not Applicable,Not Available,*Closed,Not Available,Active,Phase II,17/03/2016,11/10/2016,11/09/2019,20/08/2021,29/11/2021,7
444,784,A,A,Oncology,DN,709,661,DN709-661,Yes,,Not Applicable,Not Available,Active,Not Available,Operationally Closed,Phase I,23/07/2007,02/10/2007,17/05/2008,23/12/2008,20/07/2009,1d
445,785,A,A,Oncology,DN,123,3,DN123-003,No,,Not Applicable,Not Available,Active,Not Available,Cancelled,Phase III,30/10/2017,24/05/2018,20/08/2025,30/09/2025,14/11/2025,7
446,786,A,A,Neuroscience,JB,832,661,JB832-661,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,27/05/2008,30/07/2008,08/04/2009,08/02/2010,21/05/2010,1d
447,787,A,A,Cardiovascular,gt,587,268,gt587-268,Yes,,Not Applicable,Not Available,Active,Not Available,Active,Phase IIA,19/02/2020,30/10/2020,05/11/2021,17/12/2021,06/04/2023,6
448,788,A,A,Oncology,DN,53,867,DN053-867,Yes,,Not Applicable,Not Available,*Closed,EMBARC,Active,Phase III,17/07/2014,16/10/2014,28/10/2020,24/02/2021,01/06/2023,1c
449,789,A,A,Virology,lo,672,692,lo672-692,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,23/07/2010,07/10/2010,18/11/2010,20/01/2011,06/07/2011,1d
450,790,A,A,Virology,lo,672,801,lo672-801,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,18/08/2010,07/10/2010,18/11/2010,24/01/2011,06/07/2011,1d
451,791,A,A,Immunoscience,jN,347,661,jN347-661,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,25/06/2009,28/09/2009,18/06/2010,30/07/2010,12/01/2011,1d
452,792,A,A,Immunoscience,jN,255,389,jN255-389,Yes,,Not Applicable,Not Available,*Closed,Not Available,Clinically Complete,Phase I,26/04/2018,22/06/2018,25/08/2018,11/10/2018,22/07/2019,7
453,793,A,A,Immunoscience,jN,255,919,jN255-919,Yes,,Not Applicable,Not Available,Active,Not Available,Active,Phase III,05/02/2019,20/01/2020,26/01/2024,08/03/2024,27/06/2024,7
454,794,A,A,Metabolics,Tb,397,936,Tb397-936,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase III,21/02/2008,02/06/2008,14/08/2009,02/10/2009,07/10/2010,1d
455,795,A,A,Oncology,DN,479,841,DN479-841,Yes,,Not Applicable,Not Available,Active,eDM-SDTM,Active,Phase I/II,23/08/2016,30/11/2016,27/06/2025,15/08/2025,19/02/2026,1b
456,796,A,A,Metabolics,Tb,397,990,Tb397-990,Yes,,Not Applicable,Not Available,Active,Not Available,Operationally Closed,Phase I,14/05/2009,21/07/2009,24/08/2009,08/10/2009,07/11/2010,1d
457,797,A,A,Metabolics,Tb,397,3,Tb397-003,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,24/03/2010,19/04/2010,29/05/2010,29/05/2010,07/11/2010,1e
458,798,A,A,Oncology,DN,53,94,DN053-094,Yes,,Not Applicable,Not Available,*Closed,EMBARC,Active,Phase III,02/07/2012,02/11/2012,15/01/2021,02/03/2021,16/11/2021,1c
459,799,A,A,Neuroscience,JB,800,528,JB800-528,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,04/12/2009,26/01/2010,08/04/2010,08/06/2010,07/03/2011,1d
460,800,A,A,Cardiovascular,gt,62,457,gt062-457,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,17/12/2009,03/02/2010,15/03/2010,04/05/2010,07/03/2011,1d
461,801,A,A,Immunoscience,jN,277,528,jN277-528,Yes,,Not Applicable,Not Available,*Closed,Not Available,Clinically Complete,Phase I,05/01/2018,06/02/2018,02/03/2019,11/04/2019,12/12/2019,7
462,802,A,A,Oncology,DN,53,256,DN053-256,Yes,,Not Applicable,Not Available,*Closed,EMBARC,Active,Phase IIA,28/09/2016,29/03/2017,14/12/2021,28/01/2022,04/04/2022,1c
463,803,A,A,Immunoscience,jN,255,137,jN255-137,Yes,,Not Applicable,Not Available,Active,Not Available,Planned,Phase IIA,01/05/2020,13/11/2020,06/04/2023,18/05/2023,27/10/2023,7
464,804,A,A,Cardiovascular,gt,279,936,gt279-936,Yes,,Not Applicable,Not Available,*Closed,Not Available,Clinically Complete,Phase I,09/04/2019,10/05/2019,11/07/2019,21/11/2019,29/06/2020,7
465,805,A,A,Cardiovascular,gt,290,373,gt290-373,Yes,,Not Applicable,Not Available,*Closed,Not Available,Active,Phase IIA,14/06/2017,30/11/2017,10/05/2019,07/06/2019,04/05/2020,1d
466,806,A,A,Oncology,DN,296,450,DN296-450,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,22/12/2008,04/03/2009,28/03/2009,10/06/2009,16/11/2009,1d
467,807,A,A,Cardiovascular,gt,977,661,gt977-661,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,24/03/2011,17/05/2011,02/09/2011,16/02/2012,02/08/2012,1d
468,808,A,A,Cardiovascular,gt,619,661,gt619-661,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I/II,07/12/2009,04/02/2010,13/11/2010,19/01/2011,28/11/2011,1d
469,809,A,A,Immunoscience,jN,255,992,jN255-992,Yes,,Not Applicable,Not Available,Active,Not Available,Active,Phase III,16/05/2018,26/07/2018,20/11/2020,21/12/2020,06/04/2021,7
470,810,A,A,Immunoscience,Tb,192,204,Tb192-204,Yes,,Not Applicable,Not Available,*Closed,Not Available,Active,Phase IIB,07/03/2018,19/06/2018,12/11/2019,03/02/2022,13/05/2022,7
471,811,A,A,Virology,lo,960,910,lo960-910,Yes,,Not Applicable,Not Available,*Closed,Not Available,Clinically Complete,Phase IIB,28/01/2015,12/05/2015,16/10/2017,29/11/2017,22/03/2018,1d
472,812,A,A,Cardiovascular,gt,221,950,gt221-950,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,23/03/2009,23/07/2009,22/10/2009,26/01/2010,08/10/2010,1d
473,813,A,A,Oncology,DN,53,38,DN053-038,Yes,,Not Applicable,Not Available,Active,eDM-SDTM,Clinically Complete,Phase IV,30/11/2016,07/04/2018,01/07/2019,08/01/2020,03/09/2020,1d
474,814,A,A,Metabolics,Tb,323,528,Tb323-528,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,08/10/2010,11/11/2010,05/01/2011,09/02/2011,08/07/2011,7
475,815,A,A,Virology,lo,258,841,lo258-841,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,22/07/2009,06/10/2009,09/08/2010,17/12/2010,08/06/2011,1d
476,816,A,A,Virology,lo,258,61,lo258-061,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,27/01/2010,22/03/2010,21/08/2010,19/11/2010,08/06/2011,1d
477,817,A,A,Oncology,DN,53,86,DN053-086,Yes,,Not Applicable,Not Available,Active,Not Available,Active,Phase III,01/08/2019,06/02/2020,01/03/2027,12/04/2027,07/01/2028,6
478,818,A,A,Cardiovascular,gt,62,94,gt062-094,Yes,,Not Applicable,Not Available,*Closed,Not Available,Active,Phase III,14/02/2008,16/05/2008,24/08/2012,27/09/2012,27/03/2014,7
479,819,A,A,Oncology,DN,53,359,DN053-359,Yes,,Not Applicable,Not Available,Active,Not Available,Active,Phase III,14/02/2017,07/07/2017,01/07/2024,13/08/2024,20/11/2025,6
480,820,A,A,Metabolics,Tb,465,839,Tb465-839,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase IIA,07/04/2008,16/02/2009,21/12/2009,05/03/2010,15/09/2010,1d
481,821,A,A,Oncology,DN,53,685,DN053-685,Yes,,Not Applicable,Yes,Active,EMBARC,Active,Phase III,22/02/2017,26/06/2017,27/07/2023,08/09/2023,19/12/2023,2c
482,822,A,A,Metabolics,Tb,397,718,Tb397-718,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,30/07/2010,05/11/2010,25/08/2011,18/11/2011,16/04/2012,1d
483,823,A,A,Neuroscience,JB,803,661,JB803-661,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,13/10/2010,03/12/2010,05/09/2011,25/10/2011,29/08/2012,1d
484,824,A,A,Virology,lo,672,992,lo672-992,Yes,,Not Applicable,Not Available,Active,Not Available,Cancelled,Phase III,16/08/2012,01/06/2014,28/11/2016,11/01/2017,17/03/2017,1d
485,825,A,A,Cardiovascular,gt,619,90,gt619-090,Yes,,Not Applicable,Not Available,Active,Not Available,Active,Phase I/II,23/05/2017,08/08/2017,28/09/2021,08/11/2021,14/03/2022,6
486,826,A,A,Oncology,DN,53,639,DN053-639,Yes,,Not Applicable,Not Available,Active,EMBARC,Active,Phase III,23/03/2016,05/10/2016,02/06/2022,14/07/2022,01/12/2022,1c
487,827,A,A,Neuroscience,JB,832,841,JB832-841,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,23/02/2009,04/05/2009,01/11/2010,20/01/2011,08/11/2011,1d
488,828,A,A,Metabolics,Tb,397,827,Tb397-827,Yes,,Not Applicable,Yes,*Closed,Not Available,Operationally Closed,Phase I,07/10/2011,20/12/2011,09/02/2012,09/03/2012,11/09/2012,2a
489,829,A,A,Neuroscience,JB,832,953,JB832-953,Yes,,Not Applicable,Yes,Active,Not Available,Clinically Complete,Phase I,17/07/2012,06/08/2012,05/11/2012,18/01/2013,23/06/2013,2a
490,830,A,A,Metabolics,Tb,526,841,Tb526-841,Yes,,Not Applicable,Not Available,Active,Not Available,Active,Phase III,24/12/2009,18/06/2010,11/04/2018,23/05/2018,29/08/2018,1d
491,831,A,A,Oncology,DN,296,528,DN296-528,Yes,,Not Applicable,Not Available,*Closed,Not Available,Active,Phase II,16/08/2007,31/03/2008,16/04/2010,25/08/2011,22/02/2012,1d
492,832,A,A,Oncology,DN,53,238,DN053-238,Yes,,Not Applicable,Not Available,*Closed,EMBARC,Active,Phase III,19/03/2013,11/06/2013,30/07/2021,13/09/2021,09/12/2021,1c
493,833,A,A,Oncology,DN,53,876,DN053-876,Yes,,Not Applicable,Not Available,Active,Not Available,Active,Phase IIIB,03/04/2018,05/08/2019,05/02/2026,20/03/2026,29/06/2026,6
494,834,A,A,Virology,lo,672,468,lo672-468,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,15/09/2008,29/10/2008,01/12/2008,28/04/2009,30/10/2009,1d
495,835,A,A,Immunoscience,jN,255,262,jN255-262,Yes,,Not Applicable,Not Available,*Closed,Not Available,Clinically Complete,Phase I,25/11/2019,30/12/2019,11/02/2020,31/03/2020,21/10/2020,7
496,836,A,A,Oncology,DN,53,475,DN053-475,Yes,,Not Applicable,Not Available,*Closed,EMBARC,Active,Phase II,29/04/2013,23/08/2013,15/12/2020,27/01/2021,11/08/2021,1c
497,837,A,A,Oncology,DN,53,690,DN053-690,Yes,,Not Applicable,Not Available,*Closed,EMBARC,Active,Phase III,18/01/2017,11/04/2017,30/05/2021,13/07/2021,10/06/2021,1c
498,838,A,A,Oncology,DN,53,970,DN053-970,Yes,,Not Applicable,Not Available,*Closed,EMBARC,Active,Phase IIB,22/12/2015,15/02/2016,20/04/2022,10/06/2022,12/09/2022,1c
499,839,A,A,Neuroscience,JB,832,950,JB832-950,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,25/10/2010,20/12/2010,05/02/2011,09/05/2011,20/10/2011,1d
500,840,A,A,Oncology,DN,53,245,DN053-245,No,,Not Applicable,Not Available,Active,Not Available,Cancelled,Phase III,27/08/2018,28/06/2019,27/06/2024,09/08/2024,18/11/2024,7
501,841,A,A,Oncology,DN,53,914,DN053-914,Yes,,Not Applicable,Not Available,*Closed,EMBARC,Active,Phase IIA,23/09/2016,28/03/2017,27/03/2024,08/05/2024,31/10/2024,1c
502,842,A,A,Metabolics,Tb,397,733,Tb397-733,Yes,,Not Applicable,Not Available,*Closed,Not Available,Clinically Complete,Phase III,10/07/2007,19/09/2007,30/07/2010,27/09/2010,15/04/2011,1d
503,843,A,A,Metabolics,Tb,803,839,Tb803-839,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,31/12/2010,02/02/2011,12/04/2011,10/05/2011,28/09/2011,1d
504,844,A,A,Virology,lo,666,61,lo666-061,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,25/06/2008,14/07/2008,27/08/2009,30/11/2009,10/08/2010,1d
505,845,A,A,Metabolics,Tb,397,659,Tb397-659,No,,Not Applicable,Not Available,Active,Not Available,Clinically Complete,Phase III,24/09/2012,31/03/2014,28/01/2016,28/03/2016,07/07/2016,1d
506,846,A,A,Oncology,DN,574,950,DN574-950,No,,Not Applicable,Not Available,Active,Not Available,Cancelled,Phase II/III,05/06/2020,02/10/2020,02/10/2025,13/11/2025,27/02/2026,7
507,847,A,A,Metabolics,Tb,397,881,Tb397-881,Yes,,Not Applicable,Not Available,Active,Not Available,Clinically Complete,Phase I,20/01/2012,27/08/2012,01/12/2012,15/02/2013,10/07/2013,1d
508,848,A,A,Metabolics,Tb,397,979,Tb397-979,Yes,,Not Applicable,Not Available,*Closed,Not Available,Clinically Complete,Phase III,10/09/2014,11/11/2014,25/08/2017,03/11/2017,05/02/2018,1c
509,849,A,A,Oncology,DN,753,111,DN753-111,Yes,,Not Applicable,Not Available,Active,Not Available,Active,Phase II,08/04/2013,22/01/2014,10/10/2021,22/11/2021,24/01/2022,7
510,850,A,A,Immunoscience,jN,419,61,jN419-061,Yes,,Not Applicable,Not Available,*Closed,Not Available,Clinically Complete,Phase I,30/12/2016,30/01/2017,10/08/2017,30/08/2017,05/07/2018,1d
511,851,A,A,Virology,lo,208,980,lo208-980,Yes,,Not Applicable,Yes,*Closed,Not Available,Active,Phase IIB,02/05/2011,26/07/2011,23/06/2014,29/08/2014,25/06/2015,2c
512,852,A,A,Oncology,DN,53,477,DN053-477,Yes,,Not Applicable,Not Available,*Closed,EMBARC,Active,Phase III,29/05/2015,05/08/2015,30/08/2024,14/10/2024,23/12/2024,1c
513,853,A,A,Cardiovascular,gt,62,318,gt062-318,Yes,,Not Applicable,Not Available,Active,Not Available,Operationally Closed,Phase I,16/05/2011,01/07/2011,26/08/2011,09/12/2011,29/05/2012,1d
514,854,A,A,Oncology,DN,53,266,DN053-266,Yes,,Not Applicable,Not Available,*Closed,EMBARC,Active,Phase III,14/11/2016,24/03/2017,15/07/2025,28/08/2025,15/12/2025,1c
515,855,A,A,Immunoscience,jN,347,468,jN347-468,Yes,,Not Applicable,Yes,*Closed,Not Available,Cancelled,Phase I,15/03/2013,27/03/2013,10/05/2013,04/06/2013,11/08/2013,2a
516,856,A,A,Immunoscience,jN,255,204,jN255-204,Yes,,Not Applicable,Not Available,*Closed,Not Available,Clinically Complete,Phase I,19/09/2018,14/11/2018,26/11/2018,12/04/2019,31/10/2019,7
517,857,A,A,Oncology,DN,753,466,DN753-466,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase IIA,17/08/2006,25/01/2007,18/10/2010,09/12/2010,18/04/2011,1d
518,858,A,A,Cardiovascular,gt,179,862,gt179-862,Yes,,Not Applicable,Yes,*Closed,Not Available,Clinically Complete,Phase I,03/03/2014,14/03/2014,06/05/2014,24/06/2014,23/02/2015,2a
519,859,A,A,Virology,lo,666,661,lo666-661,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,04/03/2008,02/04/2008,16/07/2008,24/11/2008,30/07/2009,1d
520,860,A,A,Oncology,DN,748,841,DN748-841,Yes,,Not Applicable,Not Available,*Closed,EMBARC,Active,Phase I,07/07/2015,14/10/2015,16/12/2019,26/05/2020,31/12/2020,1c
521,861,A,A,Oncology,DN,53,840,DN053-840,Yes,,Not Applicable,Not Available,Active,Not Available,Active,Phase III,06/05/2016,22/07/2016,31/03/2022,20/09/2022,20/10/2023,7
522,862,A,A,Cardiovascular,gt,62,238,gt062-238,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase IIB,27/03/2008,23/06/2008,28/09/2009,14/10/2009,04/03/2010,1e
523,863,A,A,Oncology,DN,400,661,DN400-661,Yes,,Not Applicable,Not Available,*Closed,Not Available,Clinically Complete,Phase I,27/09/2010,10/05/2011,19/11/2015,22/02/2016,13/06/2016,1d
524,864,A,A,Virology,Tb,796,508,Tb796-508,No,,Not Applicable,Not Available,Active,Not Available,Planned,Phase I,07/04/2020,,,,11/02/2022,7
525,865,A,A,Oncology,DN,574,132,DN574-132,No,,Not Applicable,Not Available,Active,Not Available,Cancelled,Phase III,03/01/2020,01/06/2020,02/06/2025,15/07/2025,22/10/2025,7
526,866,A,A,Metabolics,Tb,465,179,Tb465-179,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase IIA,01/05/2008,07/07/2008,03/02/2009,14/04/2009,10/03/2010,1d
527,867,A,A,Oncology,DN,163,496,DN163-496,No,,Not Applicable,Not Available,Active,Not Available,Clinically Complete,Phase III,24/11/2011,15/10/2014,03/05/2018,08/06/2018,24/01/2019,1d
528,868,A,A,Oncology,DN,53,577,DN053-577,Yes,,Not Applicable,Not Available,*Closed,EMBARC,Active,Phase III,15/07/2015,23/03/2016,16/01/2025,03/03/2025,10/06/2025,1c
529,869,A,A,Oncology,DN,98,61,DN098-061,Yes,,Not Applicable,Not Available,*Closed,Not Available,Clinically Complete,Phase I,03/05/2016,19/09/2016,08/01/2018,14/08/2018,24/09/2018,1d
530,870,A,A,Oncology,DN,163,841,DN163-841,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase III,01/07/2004,14/09/2004,07/10/2009,29/10/2009,16/04/2010,1d
531,871,A,A,Metabolics,Tb,397,238,Tb397-238,Yes,,Not Applicable,Not Available,*Closed,Not Available,Active,Phase III,19/11/2009,16/02/2010,10/12/2012,11/01/2013,13/05/2013,1d
532,872,A,A,Oncology,DN,753,587,DN753-587,No,,Not Applicable,Not Available,Active,eMOM,Active,Phase II/III,20/10/2014,31/07/2015,31/12/2021,03/03/2022,21/06/2022,1a
533,873,A,A,Oncology,DN,387,661,DN387-661,No,,Not Applicable,Not Available,Active,Not Available,Operationally Closed,Phase I,15/01/2008,06/02/2008,01/03/2008,11/06/2008,25/02/2009,1d
534,874,A,A,Immunoscience,Tb,192,475,Tb192-475,Yes,,Not Applicable,Not Available,Active,Not Available,Active,Phase IIB,15/03/2018,12/06/2018,17/09/2019,29/11/2021,24/01/2022,7
